result_id,oligo_id,assay_system,endpoint,concentration_um,timepoint_h,replicate_bio,replicate_tech,batch_id,plate_id,cell_donor_id,value_raw,value_normalized,unit,plate_qc_pass,qc_flag,is_anchor
3575,OT-00010,PBMC,TLR9_activation,0.1,24,3,1,BATCH-E,PLT-E-PBM-TLR-0001,DONOR-03,4.586,4.586,% vehicle ctrl,True,pass,1
3576,OT-00010,PBMC,TLR9_activation,0.1,24,3,2,BATCH-E,PLT-E-PBM-TLR-0001,DONOR-03,4.745,4.745,% vehicle ctrl,True,pass,1
3577,OT-00010,PBMC,TLR9_activation,1.0,24,1,1,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-01,8.558,8.558,% vehicle ctrl,True,pass,1
3578,OT-00010,PBMC,TLR9_activation,1.0,24,1,2,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-01,10.522,10.522,% vehicle ctrl,True,pass,1
3579,OT-00010,PBMC,TLR9_activation,1.0,24,2,1,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-02,12.556,12.556,% vehicle ctrl,True,pass,1
3580,OT-00010,PBMC,TLR9_activation,1.0,24,2,2,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-02,6.184,6.184,% vehicle ctrl,True,pass,1
3581,OT-00010,PBMC,TLR9_activation,1.0,24,3,1,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-03,8.554,8.554,% vehicle ctrl,True,pass,1
3582,OT-00010,PBMC,TLR9_activation,1.0,24,3,2,BATCH-E,PLT-E-PBM-TLR-0010,DONOR-03,5.296,5.296,% vehicle ctrl,True,pass,1
3583,OT-00010,PBMC,TLR9_activation,10.0,24,1,1,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-01,26.725,26.725,% vehicle ctrl,True,pass,1
3584,OT-00010,PBMC,TLR9_activation,10.0,24,1,2,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-01,31.765,31.765,% vehicle ctrl,True,pass,1
3585,OT-00010,PBMC,TLR9_activation,10.0,24,2,1,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-02,28.644,28.644,% vehicle ctrl,True,pass,1
3586,OT-00010,PBMC,TLR9_activation,10.0,24,2,2,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-02,30.878,30.878,% vehicle ctrl,True,pass,1
3587,OT-00010,PBMC,TLR9_activation,10.0,24,3,1,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-03,30.857,30.857,% vehicle ctrl,True,pass,1
3588,OT-00010,PBMC,TLR9_activation,10.0,24,3,2,BATCH-E,PLT-E-PBM-TLR-0100,DONOR-03,25.822,25.822,% vehicle ctrl,True,pass,1
3589,OT-00010,PBMC,TLR9_activation,50.0,24,1,1,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-01,61.208,61.208,% vehicle ctrl,True,pass,1
3590,OT-00010,PBMC,TLR9_activation,50.0,24,1,2,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-01,62.156,62.156,% vehicle ctrl,True,pass,1
3591,OT-00010,PBMC,TLR9_activation,50.0,24,2,1,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-02,61.746,61.746,% vehicle ctrl,True,pass,1
3592,OT-00010,PBMC,TLR9_activation,50.0,24,2,2,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-02,57.777,57.777,% vehicle ctrl,True,pass,1
3593,OT-00010,PBMC,TLR9_activation,50.0,24,3,1,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-03,59.215,59.215,% vehicle ctrl,True,pass,1
3594,OT-00010,PBMC,TLR9_activation,50.0,24,3,2,BATCH-E,PLT-E-PBM-TLR-0500,DONOR-03,60.133,60.133,% vehicle ctrl,True,pass,1
3595,OT-00010,PBMC,TLR9_activation,100.0,24,1,1,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-01,69.809,69.809,% vehicle ctrl,True,pass,1
3596,OT-00010,PBMC,TLR9_activation,100.0,24,1,2,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-01,67.034,67.034,% vehicle ctrl,True,pass,1
3597,OT-00010,PBMC,TLR9_activation,100.0,24,2,1,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-02,67.058,67.058,% vehicle ctrl,True,pass,1
3598,OT-00010,PBMC,TLR9_activation,100.0,24,2,2,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-02,71.163,71.163,% vehicle ctrl,True,pass,1
3599,OT-00010,PBMC,TLR9_activation,100.0,24,3,1,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-03,70.651,70.651,% vehicle ctrl,True,pass,1
3600,OT-00010,PBMC,TLR9_activation,100.0,24,3,2,BATCH-E,PLT-E-PBM-TLR-1000,DONOR-03,70.019,70.019,% vehicle ctrl,True,pass,1
3601,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,1,1,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-01,3.089,3.089,% vehicle ctrl,True,pass,1
3602,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,1,2,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-01,2.726,2.726,% vehicle ctrl,True,pass,1
3603,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,2,1,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-02,0.26,0.26,% vehicle ctrl,True,pass,1
3604,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,2,2,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-02,1.754,1.754,% vehicle ctrl,True,pass,1
3605,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,3,1,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-03,2.253,2.253,% vehicle ctrl,True,pass,1
3606,OT-00011,PHH,Cell_viability_ATPLite,0.01,24,3,2,BATCH-A,PLT-A-PHH-Cel-0000,DONOR-03,0.424,0.424,% vehicle ctrl,True,pass,1
3607,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,1,1,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-01,3.968,3.968,% vehicle ctrl,True,pass,1
3608,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,1,2,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-01,3.126,3.126,% vehicle ctrl,True,pass,1
3609,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,2,1,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-02,1.433,1.433,% vehicle ctrl,True,pass,1
3610,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,2,2,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-02,0.0,0.0,% vehicle ctrl,True,pass,1
3611,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,3,1,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-03,1.227,1.227,% vehicle ctrl,True,pass,1
3612,OT-00011,PHH,Cell_viability_ATPLite,0.1,24,3,2,BATCH-A,PLT-A-PHH-Cel-0001,DONOR-03,1.111,1.111,% vehicle ctrl,True,pass,1
3613,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,1,1,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-01,5.524,5.524,% vehicle ctrl,True,pass,1
3614,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,1,2,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-01,2.991,2.991,% vehicle ctrl,True,pass,1
3615,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,2,1,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-02,11.595,11.595,% vehicle ctrl,True,pass,1
3616,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,2,2,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-02,11.755,11.755,% vehicle ctrl,True,pass,1
3617,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,3,1,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-03,7.14,7.14,% vehicle ctrl,True,pass,1
3618,OT-00011,PHH,Cell_viability_ATPLite,1.0,24,3,2,BATCH-A,PLT-A-PHH-Cel-0010,DONOR-03,8.435,8.435,% vehicle ctrl,True,pass,1
3619,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,1,1,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-01,36.738,36.738,% vehicle ctrl,True,pass,1
3620,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,1,2,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-01,36.96,36.96,% vehicle ctrl,True,pass,1
3621,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,2,1,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-02,37.446,37.446,% vehicle ctrl,True,pass,1
3622,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,2,2,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-02,37.873,37.873,% vehicle ctrl,True,pass,1
3623,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,3,1,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-03,37.032,37.032,% vehicle ctrl,True,pass,1
3624,OT-00011,PHH,Cell_viability_ATPLite,10.0,24,3,2,BATCH-A,PLT-A-PHH-Cel-0100,DONOR-03,38.405,38.405,% vehicle ctrl,True,pass,1
3625,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,1,1,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-01,59.706,59.706,% vehicle ctrl,True,pass,1
3626,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,1,2,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-01,60.752,60.752,% vehicle ctrl,True,pass,1
3627,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,2,1,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-02,67.262,67.262,% vehicle ctrl,True,pass,1
3628,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,2,2,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-02,63.106,63.106,% vehicle ctrl,True,pass,1
3629,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,3,1,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-03,64.976,64.976,% vehicle ctrl,True,pass,1
3630,OT-00011,PHH,Cell_viability_ATPLite,50.0,24,3,2,BATCH-A,PLT-A-PHH-Cel-0500,DONOR-03,57.601,57.601,% vehicle ctrl,True,pass,1
3631,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,1,1,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-01,66.004,66.004,% vehicle ctrl,True,pass,1
3632,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,1,2,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-01,69.094,69.094,% vehicle ctrl,True,pass,1
3633,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,2,1,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-02,67.332,67.332,% vehicle ctrl,True,pass,1
3634,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,2,2,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-02,61.482,61.482,% vehicle ctrl,True,pass,1
3635,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,3,1,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-03,64.405,64.405,% vehicle ctrl,True,pass,1
3636,OT-00011,PHH,Cell_viability_ATPLite,100.0,24,3,2,BATCH-A,PLT-A-PHH-Cel-1000,DONOR-03,61.309,61.309,% vehicle ctrl,True,pass,1
3637,OT-00011,PHH,LDH_release,0.01,24,1,1,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-01,9.753,9.753,% vehicle ctrl,True,pass,1
3638,OT-00011,PHH,LDH_release,0.01,24,1,2,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-01,9.946,9.946,% vehicle ctrl,True,pass,1
3639,OT-00011,PHH,LDH_release,0.01,24,2,1,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-02,10.213,10.213,% vehicle ctrl,True,pass,1
3640,OT-00011,PHH,LDH_release,0.01,24,2,2,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-02,11.799,11.799,% vehicle ctrl,True,pass,1
3641,OT-00011,PHH,LDH_release,0.01,24,3,1,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-03,13.364,13.364,% vehicle ctrl,True,pass,1
3642,OT-00011,PHH,LDH_release,0.01,24,3,2,BATCH-A,PLT-A-PHH-LDH-0000,DONOR-03,8.256,8.256,% vehicle ctrl,True,pass,1
3643,OT-00011,PHH,LDH_release,0.1,24,1,1,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-01,9.149,9.149,% vehicle ctrl,True,pass,1
3644,OT-00011,PHH,LDH_release,0.1,24,1,2,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-01,14.095,14.095,% vehicle ctrl,True,pass,1
3645,OT-00011,PHH,LDH_release,0.1,24,2,1,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-02,10.874,10.874,% vehicle ctrl,True,pass,1
3646,OT-00011,PHH,LDH_release,0.1,24,2,2,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-02,10.184,10.184,% vehicle ctrl,True,pass,1
3647,OT-00011,PHH,LDH_release,0.1,24,3,1,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-03,12.391,12.391,% vehicle ctrl,True,pass,1
3648,OT-00011,PHH,LDH_release,0.1,24,3,2,BATCH-A,PLT-A-PHH-LDH-0001,DONOR-03,16.937,16.937,% vehicle ctrl,True,pass,1
3649,OT-00011,PHH,LDH_release,1.0,24,1,1,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-01,14.774,14.774,% vehicle ctrl,True,pass,1
3650,OT-00011,PHH,LDH_release,1.0,24,1,2,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-01,14.577,14.577,% vehicle ctrl,True,pass,1
3651,OT-00011,PHH,LDH_release,1.0,24,2,1,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-02,17.92,17.92,% vehicle ctrl,True,pass,1
3652,OT-00011,PHH,LDH_release,1.0,24,2,2,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-02,13.707,13.707,% vehicle ctrl,True,pass,1
3653,OT-00011,PHH,LDH_release,1.0,24,3,1,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-03,17.594,17.594,% vehicle ctrl,True,pass,1
3654,OT-00011,PHH,LDH_release,1.0,24,3,2,BATCH-A,PLT-A-PHH-LDH-0010,DONOR-03,18.332,18.332,% vehicle ctrl,True,pass,1
3655,OT-00011,PHH,LDH_release,10.0,24,1,1,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-01,15.272,15.272,% vehicle ctrl,True,pass,1
3656,OT-00011,PHH,LDH_release,10.0,24,1,2,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-01,14.964,14.964,% vehicle ctrl,True,pass,1
3657,OT-00011,PHH,LDH_release,10.0,24,2,1,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-02,16.663,16.663,% vehicle ctrl,True,pass,1
3658,OT-00011,PHH,LDH_release,10.0,24,2,2,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-02,22.816,22.816,% vehicle ctrl,True,pass,1
3659,OT-00011,PHH,LDH_release,10.0,24,3,1,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-03,18.431,18.431,% vehicle ctrl,True,pass,1
3660,OT-00011,PHH,LDH_release,10.0,24,3,2,BATCH-A,PLT-A-PHH-LDH-0100,DONOR-03,19.537,19.537,% vehicle ctrl,True,pass,1
3661,OT-00011,PHH,LDH_release,50.0,24,1,1,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-01,41.136,41.136,% vehicle ctrl,True,pass,1
3662,OT-00011,PHH,LDH_release,50.0,24,1,2,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-01,37.154,37.154,% vehicle ctrl,True,pass,1
3663,OT-00011,PHH,LDH_release,50.0,24,2,1,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-02,39.082,39.082,% vehicle ctrl,True,pass,1
3664,OT-00011,PHH,LDH_release,50.0,24,2,2,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-02,39.844,39.844,% vehicle ctrl,True,pass,1
3665,OT-00011,PHH,LDH_release,50.0,24,3,1,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-03,36.414,36.414,% vehicle ctrl,True,pass,1
3666,OT-00011,PHH,LDH_release,50.0,24,3,2,BATCH-A,PLT-A-PHH-LDH-0500,DONOR-03,36.036,36.036,% vehicle ctrl,True,pass,1
3667,OT-00011,PHH,LDH_release,100.0,24,1,1,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-01,40.84,40.84,% vehicle ctrl,True,pass,1
3668,OT-00011,PHH,LDH_release,100.0,24,1,2,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-01,41.316,41.316,% vehicle ctrl,True,pass,1
3669,OT-00011,PHH,LDH_release,100.0,24,2,1,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-02,44.263,44.263,% vehicle ctrl,True,pass,1
3670,OT-00011,PHH,LDH_release,100.0,24,2,2,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-02,48.995,48.995,% vehicle ctrl,True,pass,1
3671,OT-00011,PHH,LDH_release,100.0,24,3,1,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-03,37.668,37.668,% vehicle ctrl,True,pass,1
3672,OT-00011,PHH,LDH_release,100.0,24,3,2,BATCH-A,PLT-A-PHH-LDH-1000,DONOR-03,39.17,39.17,% vehicle ctrl,True,pass,1
3673,OT-00011,PHH,ALT_secretion,0.01,24,1,1,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-01,13.745,13.745,% vehicle ctrl,True,pass,1
3674,OT-00011,PHH,ALT_secretion,0.01,24,1,2,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-01,14.715,14.715,% vehicle ctrl,True,pass,1
3675,OT-00011,PHH,ALT_secretion,0.01,24,2,1,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-02,10.42,10.42,% vehicle ctrl,True,pass,1
3676,OT-00011,PHH,ALT_secretion,0.01,24,2,2,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-02,7.85,7.85,% vehicle ctrl,True,pass,1
3677,OT-00011,PHH,ALT_secretion,0.01,24,3,1,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-03,7.117,7.117,% vehicle ctrl,True,pass,1
3678,OT-00011,PHH,ALT_secretion,0.01,24,3,2,BATCH-A,PLT-A-PHH-ALT-0000,DONOR-03,5.815,5.815,% vehicle ctrl,True,pass,1
3679,OT-00011,PHH,ALT_secretion,0.1,24,1,1,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-01,16.681,16.681,% vehicle ctrl,True,pass,1
3680,OT-00011,PHH,ALT_secretion,0.1,24,1,2,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-01,14.488,14.488,% vehicle ctrl,True,pass,1
3681,OT-00011,PHH,ALT_secretion,0.1,24,2,1,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-02,12.905,12.905,% vehicle ctrl,True,pass,1
3682,OT-00011,PHH,ALT_secretion,0.1,24,2,2,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-02,10.009,10.009,% vehicle ctrl,True,pass,1
3683,OT-00011,PHH,ALT_secretion,0.1,24,3,1,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-03,9.882,9.882,% vehicle ctrl,True,pass,1
3684,OT-00011,PHH,ALT_secretion,0.1,24,3,2,BATCH-A,PLT-A-PHH-ALT-0001,DONOR-03,15.155,15.155,% vehicle ctrl,True,pass,1
3685,OT-00011,PHH,ALT_secretion,1.0,24,1,1,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-01,6.876,6.876,% vehicle ctrl,True,pass,1
3686,OT-00011,PHH,ALT_secretion,1.0,24,1,2,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-01,10.666,10.666,% vehicle ctrl,True,pass,1
3687,OT-00011,PHH,ALT_secretion,1.0,24,2,1,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-02,16.213,16.213,% vehicle ctrl,True,pass,1
3688,OT-00011,PHH,ALT_secretion,1.0,24,2,2,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-02,10.446,10.446,% vehicle ctrl,True,pass,1
3689,OT-00011,PHH,ALT_secretion,1.0,24,3,1,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-03,13.511,13.511,% vehicle ctrl,True,pass,1
3690,OT-00011,PHH,ALT_secretion,1.0,24,3,2,BATCH-A,PLT-A-PHH-ALT-0010,DONOR-03,11.413,11.413,% vehicle ctrl,True,pass,1
3691,OT-00011,PHH,ALT_secretion,10.0,24,1,1,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-01,15.875,15.875,% vehicle ctrl,True,pass,1
3692,OT-00011,PHH,ALT_secretion,10.0,24,1,2,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-01,23.75,23.75,% vehicle ctrl,True,pass,1
3693,OT-00011,PHH,ALT_secretion,10.0,24,2,1,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-02,23.13,23.13,% vehicle ctrl,True,pass,1
3694,OT-00011,PHH,ALT_secretion,10.0,24,2,2,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-02,21.988,21.988,% vehicle ctrl,True,pass,1
3695,OT-00011,PHH,ALT_secretion,10.0,24,3,1,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-03,20.325,20.325,% vehicle ctrl,True,pass,1
3696,OT-00011,PHH,ALT_secretion,10.0,24,3,2,BATCH-A,PLT-A-PHH-ALT-0100,DONOR-03,23.386,23.386,% vehicle ctrl,True,pass,1
3697,OT-00011,PHH,ALT_secretion,50.0,24,1,1,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-01,64.705,64.705,% vehicle ctrl,True,pass,1
3698,OT-00011,PHH,ALT_secretion,50.0,24,1,2,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-01,70.835,70.835,% vehicle ctrl,True,pass,1
3699,OT-00011,PHH,ALT_secretion,50.0,24,2,1,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-02,73.882,73.882,% vehicle ctrl,True,pass,1
3700,OT-00011,PHH,ALT_secretion,50.0,24,2,2,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-02,74.991,74.991,% vehicle ctrl,True,pass,1
3701,OT-00011,PHH,ALT_secretion,50.0,24,3,1,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-03,73.377,73.377,% vehicle ctrl,True,pass,1
3702,OT-00011,PHH,ALT_secretion,50.0,24,3,2,BATCH-A,PLT-A-PHH-ALT-0500,DONOR-03,68.704,68.704,% vehicle ctrl,True,pass,1
3703,OT-00011,PHH,ALT_secretion,100.0,24,1,1,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-01,70.593,70.593,% vehicle ctrl,True,pass,1
3704,OT-00011,PHH,ALT_secretion,100.0,24,1,2,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-01,76.223,76.223,% vehicle ctrl,True,pass,1
3705,OT-00011,PHH,ALT_secretion,100.0,24,2,1,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-02,74.208,74.208,% vehicle ctrl,True,pass,1
3706,OT-00011,PHH,ALT_secretion,100.0,24,2,2,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-02,74.832,74.832,% vehicle ctrl,True,pass,1
3707,OT-00011,PHH,ALT_secretion,100.0,24,3,1,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-03,72.872,72.872,% vehicle ctrl,True,pass,1
3708,OT-00011,PHH,ALT_secretion,100.0,24,3,2,BATCH-A,PLT-A-PHH-ALT-1000,DONOR-03,73.613,73.613,% vehicle ctrl,True,pass,1
3709,OT-00011,PHH,Caspase_3_7,0.01,24,1,1,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-01,14.944,14.944,% vehicle ctrl,True,pass,1
3710,OT-00011,PHH,Caspase_3_7,0.01,24,1,2,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-01,9.347,9.347,% vehicle ctrl,True,pass,1
3711,OT-00011,PHH,Caspase_3_7,0.01,24,2,1,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-02,9.739,9.739,% vehicle ctrl,True,pass,1
3712,OT-00011,PHH,Caspase_3_7,0.01,24,2,2,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-02,9.568,9.568,% vehicle ctrl,True,pass,1
3713,OT-00011,PHH,Caspase_3_7,0.01,24,3,1,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-03,10.318,10.318,% vehicle ctrl,True,pass,1
3714,OT-00011,PHH,Caspase_3_7,0.01,24,3,2,BATCH-A,PLT-A-PHH-Cas-0000,DONOR-03,11.106,11.106,% vehicle ctrl,True,pass,1
3715,OT-00011,PHH,Caspase_3_7,0.1,24,1,1,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-01,9.724,9.724,% vehicle ctrl,True,pass,1
3716,OT-00011,PHH,Caspase_3_7,0.1,24,1,2,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-01,14.748,14.748,% vehicle ctrl,True,pass,1
3717,OT-00011,PHH,Caspase_3_7,0.1,24,2,1,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-02,14.025,14.025,% vehicle ctrl,True,pass,1
3718,OT-00011,PHH,Caspase_3_7,0.1,24,2,2,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-02,9.027,9.027,% vehicle ctrl,True,pass,1
3719,OT-00011,PHH,Caspase_3_7,0.1,24,3,1,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-03,8.775,8.775,% vehicle ctrl,True,pass,1
3720,OT-00011,PHH,Caspase_3_7,0.1,24,3,2,BATCH-A,PLT-A-PHH-Cas-0001,DONOR-03,7.215,7.215,% vehicle ctrl,True,pass,1
3721,OT-00011,PHH,Caspase_3_7,1.0,24,1,1,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-01,10.518,10.518,% vehicle ctrl,True,pass,1
3722,OT-00011,PHH,Caspase_3_7,1.0,24,1,2,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-01,7.761,7.761,% vehicle ctrl,True,pass,1
3723,OT-00011,PHH,Caspase_3_7,1.0,24,2,1,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-02,10.61,10.61,% vehicle ctrl,True,pass,1
3724,OT-00011,PHH,Caspase_3_7,1.0,24,2,2,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-02,5.398,5.398,% vehicle ctrl,True,pass,1
3725,OT-00011,PHH,Caspase_3_7,1.0,24,3,1,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-03,11.474,11.474,% vehicle ctrl,True,pass,1
3726,OT-00011,PHH,Caspase_3_7,1.0,24,3,2,BATCH-A,PLT-A-PHH-Cas-0010,DONOR-03,10.92,10.92,% vehicle ctrl,True,pass,1
3727,OT-00011,PHH,Caspase_3_7,10.0,24,1,1,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-01,19.598,19.598,% vehicle ctrl,True,pass,1
3728,OT-00011,PHH,Caspase_3_7,10.0,24,1,2,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-01,17.344,17.344,% vehicle ctrl,True,pass,1
3729,OT-00011,PHH,Caspase_3_7,10.0,24,2,1,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-02,7.382,7.382,% vehicle ctrl,True,pass,1
3730,OT-00011,PHH,Caspase_3_7,10.0,24,2,2,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-02,16.885,16.885,% vehicle ctrl,True,pass,1
3731,OT-00011,PHH,Caspase_3_7,10.0,24,3,1,BATCH-A,PLT-A-PHH-Cas-0100,DONOR-03,18.159,18.159,% vehicle ctrl,True,pass,1
